Time,PositionX,PositionY,PositionZ,Speed,SteeringAngle
7.3,477.5777,41.01943,240.4955,6.310365,0.0951272
7.32,477.5863,41.00117,240.6198,6.363269,0.09257535
7.34,477.5951,40.98249,240.7449,6.40623,0.09118031
7.351017,477.6036,40.96351,240.8694,6.385932,-0.001073895
7.36,477.6036,40.96351,240.8694,6.385932,0.1025036
7.38,477.6123,40.94378,240.9971,6.512783,0.05255125
7.4,477.6208,40.92401,241.1228,6.446387,0.09603488
7.42,477.6295,40.90361,241.2517,6.571173,0.04643519
7.44,477.6382,40.88312,241.3802,6.563651,0.06470964
7.459716,477.6471,40.86208,241.5116,6.686899,0.004294196
7.46,477.6471,40.86208,241.5116,6.686899,0.03154197
7.48,477.656,40.84112,241.6407,6.614242,0.07902575
7.5,477.665,40.81947,241.7724,6.724808,0.0546643
7.51821,477.6738,40.79782,241.9023,6.66765,0.001602979
7.52,477.6738,40.79782,241.9023,6.66765,0.1006723
7.54,477.6829,40.77554,242.0353,6.797968,0.05508129
7.56,477.6918,40.75325,242.1676,6.781381,0.08373867
7.58,477.701,40.73045,242.3027,6.90312,0.0577175
7.6,477.7101,40.70781,242.4366,6.868853,0.08996859
7.62,477.7194,40.68478,242.573,6.975735,0.06640463
7.627006,477.7289,40.66184,242.7073,6.909893,-0.6967281
7.64,477.7289,40.66184,242.7073,6.909893,0.1099208
7.66,477.734,40.63812,242.8451,7.03163,0.1729823
7.68,477.7368,40.61416,242.9825,7.022575,0.2346316
7.685493,477.7373,40.58968,243.122,7.103599,-0.5969894
7.7,477.7373,40.58968,243.122,7.103599,0.3222724
7.72,477.738,40.56514,243.2604,7.074601,0.2655157
7.74,477.7371,40.54017,243.4008,7.156331,0.3364626
7.76,477.7365,40.51521,243.5401,7.125622,0.287848
7.78,477.7339,40.48959,243.6823,7.248374,0.3833504
7.792987,477.7312,40.46384,243.8232,7.21478,-0.2482488
7.8,477.7312,40.46384,243.8232,7.21478,0.3370052
7.82,477.7298,40.43733,243.9673,7.34891,0.3604572
7.84,477.7287,40.41088,244.1096,7.297492,0.2853612
7.852036,477.7268,40.38379,244.2555,7.444967,-0.03246946
7.86,477.7268,40.38379,244.2555,7.444967,0.3174566
7.88,477.7262,40.35689,244.3994,7.381677,0.2441715
7.9,477.7259,40.32944,244.547,7.530906,0.2511021
7.92,477.7254,40.30205,244.6934,7.503177,0.1885884
7.94,477.7245,40.27377,244.8433,7.643637,0.1894156
7.95901,477.7233,40.24562,244.9904,7.553011,0.159725
7.96,477.7233,40.24562,244.9904,7.553011,0.151061
7.98,477.7239,40.21667,245.1412,7.697119,0.1696077
8,477.7245,40.18773,245.2907,7.663354,0.118623
8.018039,477.7256,40.1581,245.4438,7.807753,0.1973811
8.02,477.7256,40.1581,245.4438,7.807753,0.1118956
8.04,477.7267,40.12869,245.595,7.747098,0.1045879
8.059999,477.7285,40.09851,245.7494,7.88633,0.08798991
8.08,477.7301,40.06829,245.9026,7.855174,0.1054112
8.099999,477.7324,40.03735,246.059,7.990575,0.08078865
8.12,477.7345,40.00655,246.2137,7.941367,0.1320075
8.128243,477.7374,39.97505,246.372,8.091057,0.1125304
8.139999,477.7374,39.97505,246.372,8.091057,0.09616636
8.16,477.7395,39.94382,246.5281,8.019758,0.1441202
8.179999,477.7419,39.91194,246.6875,8.157613,0.07875565
8.184881,477.7443,39.87995,246.8458,8.12563,0.04163363
8.2,477.7443,39.87995,246.8458,8.12563,0.1351435
8.22,477.7463,39.84713,247.0075,8.264083,0.06719201
8.24,477.7484,39.81437,247.1675,8.213613,0.1302662
8.26,477.7506,39.78085,247.331,8.356174,0.05571353
8.28,477.753,39.74745,247.4932,8.320428,0.1118361
8.291921,477.7556,39.71336,247.6587,8.459487,-0.03760098
8.3,477.7556,39.71336,247.6587,8.459487,0.03706493
8.32,477.7579,39.67926,247.8226,8.415697,0.1048395
8.34,477.7599,39.64431,247.9899,8.557775,0.0389543
8.351825,477.7621,39.60939,248.1557,8.520085,-0.07349046
8.36,477.7621,39.60939,248.1557,8.520085,0.08853553
8.38,477.7637,39.57374,248.325,8.660399,0.04195248
8.4,477.7654,39.53827,248.4925,8.610091,0.07987873
8.42,477.7669,39.50206,248.6635,8.754477,0.04670006
8.44,477.7685,39.46579,248.8333,8.727067,0.06213646
8.459278,477.7698,39.42868,249.0064,8.866018,-0.06100778
8.46,477.7698,39.42868,249.0064,8.866018,0.05965003
8.48,477.7712,39.39164,249.178,8.820887,0.06339295
8.5,477.7724,39.35385,249.3529,8.959967,0.06307671
8.517337,477.7737,39.31616,249.5266,8.928589,-0.04721879
8.52,477.7737,39.31616,249.5266,8.928589,0.05842454
8.54,477.7749,39.27775,249.7036,9.06888,0.0696667
8.559999,477.7762,39.23943,249.879,9.025251,0.06050995
8.58,477.7773,39.20036,250.0579,9.166913,0.06716075
8.599999,477.7784,39.16138,250.2356,9.137006,0.05561866
8.62,477.7793,39.12171,250.4167,9.275992,0.07287932
8.626385,477.7802,39.08226,250.5961,9.231415,0.006549995
8.639999,477.7802,39.08226,250.5961,9.231415,0.0596119
8.66,477.7815,39.04201,250.7789,9.37075,0.06437473
8.679999,477.7828,39.00163,250.9608,9.355093,0.0511579
8.684338,477.7841,38.96047,251.1458,9.482965,0.03412094
8.7,477.7841,38.96047,251.1458,9.482965,0.05762304
8.72,477.7856,38.91935,251.3295,9.451178,0.05542304
8.74,477.7872,38.87751,251.5163,9.582636,0.04528496
8.76,477.7888,38.83571,251.7022,9.561516,0.05396576
8.78,477.7906,38.79313,251.8912,9.691659,0.03486058
8.791234,477.7923,38.75056,252.0791,9.666656,0.03431507
8.8,477.7923,38.75056,252.0791,9.666656,0.05430432
8.82,477.7941,38.70726,252.2701,9.796439,0.02611683
8.84,477.796,38.66405,252.4601,9.773223,0.05573942
8.851321,477.7979,38.62016,252.6532,9.902823,0.03268997
8.86,477.7979,38.62016,252.6532,9.902823,0.02043384
8.88,477.7998,38.57627,252.8453,9.882249,0.05863909
8.9,477.8017,38.53166,253.0403,10.00709,0.01288018
8.92,477.8037,38.48707,253.2346,9.993093,0.06108013
8.94,477.8057,38.44183,253.4316,10.11475,0.01127682
8.96,477.8078,38.39664,253.6278,10.09956,0.06572071
8.960033,477.8101,38.35077,253.8269,10.22138,0.002316942
8.98,477.8101,38.35077,253.8269,10.22138,0.01062686
9,477.8122,38.30484,254.0253,10.21127,0.06061967
9.017793,477.8143,38.25822,254.2266,10.33181,-0.007749764
9.02,477.8143,38.25822,254.2266,10.33181,0.008481923
9.04,477.8163,38.21164,254.4271,10.31805,0.05725898
9.059999,477.8183,38.16443,254.6304,10.43815,0.01541394
9.08,477.8203,38.11717,254.8331,10.42921,0.05211641
9.099999,477.8224,38.06925,255.0384,10.5449,0.01997116
9.12,477.8245,38.02129,255.2432,10.54215,0.0499435
9.12495,477.8265,37.97274,255.4504,10.65149,-0.02482409
9.139999,477.8265,37.97274,255.4504,10.65149,0.02537603
9.16,477.8285,37.92419,255.6573,10.65311,0.04719099
9.179999,477.8303,37.87506,255.8668,10.7603,0.03123492
9.18417,477.8322,37.82588,256.0759,10.76401,-0.03136612
9.2,477.8322,37.82588,256.0759,10.76401,0.03717224
9.22,477.8339,37.77614,256.2875,10.87022,0.03792148
9.24,477.8357,37.72637,256.4989,10.87395,0.03050416
9.26,477.8372,37.67606,256.7126,10.97572,0.04468837
9.28,477.8388,37.62562,256.9261,10.98801,0.02412261
9.292716,477.8402,37.57464,257.1419,11.08531,-0.008852381
9.3,477.8402,37.57464,257.1419,11.08531,0.04863954
9.32,477.8418,37.52356,257.3576,11.1003,0.02385081
9.34,477.8434,37.47202,257.5753,11.19045,0.04706594
9.350722,477.8452,37.42032,257.7933,11.21595,-0.004059318
9.36,477.8452,37.42032,257.7933,11.21595,0.02413908
9.38,477.8469,37.36813,258.0131,11.29707,0.04456536
9.4,477.8486,37.3157,258.2334,11.33301,0.01848581
9.42,477.8503,37.26287,258.4554,11.4058,0.04276703
9.44,477.852,37.20982,258.6779,11.44479,0.01772201
9.458876,477.8536,37.15644,258.9019,11.51451,0.01789074
9.46,477.8536,37.15644,258.9019,11.51451,0.04159234
9.48,477.8555,37.1029,259.1266,11.55484,0.02714612
9.5,477.8574,37.04906,259.3527,11.62205,0.03905433
9.517466,477.8594,36.99502,259.5796,11.66893,0.0141718
9.52,477.8594,36.99502,259.5796,11.66893,0.03122151
9.54,477.8612,36.9407,259.8077,11.7293,0.03120189
9.559999,477.8631,36.88608,260.037,11.78438,0.02637682
9.58,477.8648,36.83119,260.2672,11.83756,0.0228811
9.599999,477.8667,36.776,260.4987,11.89783,0.02685034
9.62,477.8685,36.72054,260.7312,11.94726,0.01935794
9.626981,477.8705,36.66486,260.9649,12.00739,0.00926261
9.639999,477.8705,36.66486,260.9649,12.00739,0.0309531
9.66,477.8724,36.60899,261.1996,12.05942,0.0208156
9.679999,477.8745,36.55289,261.4355,12.11683,0.03372803
9.684991,477.8764,36.49657,261.6724,12.16926,0.007752634
9.7,477.8764,36.49657,261.6724,12.16926,0.02068341
9.719999,477.8784,36.43999,261.9105,12.22726,0.03255346
9.74,477.8803,36.38317,262.1495,12.28016,0.01800535
9.76,477.8823,36.32609,262.3897,12.3374,0.03157733
9.78,477.8843,36.26876,262.6309,12.39134,0.01671605
9.791015,477.8864,36.21126,262.8733,12.44823,-0.00959032
9.8,477.8864,36.21126,262.8733,12.44823,0.03296324
9.82,477.8882,36.15367,263.1169,12.50122,0.02445814
9.84,477.8902,36.09594,263.3616,12.55677,0.03465854
9.851149,477.8921,36.03807,263.6075,12.61116,-0.00979587
9.86,477.8921,36.03807,263.6075,12.61116,0.0325234
9.88,477.894,35.97998,263.8544,12.66539,0.03455724
9.9,477.8959,35.92172,264.1024,12.72095,0.03186719
9.92,477.8978,35.86327,264.3513,12.77474,0.02833403
9.94,477.8996,35.8046,264.6013,12.82971,0.03000081
9.959389,477.9014,35.74582,264.8525,12.88547,-0.01672639
9.96,477.9014,35.74582,264.8525,12.88547,0.02713363
9.98,477.903,35.687,265.1049,12.93703,0.03840288
10,477.9048,35.62807,265.3587,12.99558,0.04009721
10.01713,477.9063,35.56905,265.6134,13.04416,-0.009094818
10.02,477.9063,35.56905,265.6134,13.04416,0.04886726
10.04,477.9079,35.50985,265.8694,13.10542,0.0425082
10.06,477.9094,35.45065,266.126,13.15066,0.04229673
10.08,477.9109,35.39132,266.384,13.21202,0.03007818
10.1,477.9124,35.33189,266.6427,13.25866,0.03661312
10.12,477.914,35.27245,266.9028,13.31797,0.03492409
10.12586,477.9155,35.21303,267.1641,13.36719,0.002703927
10.14,477.9155,35.21303,267.1641,13.36719,0.05144143
10.16,477.9172,35.15353,267.4266,13.42518,0.05635909
10.18,477.9188,35.09393,267.6903,13.47335,0.0626658
10.18388,477.9204,35.03428,267.9551,13.53375,-0.04849056
10.2,477.9204,35.03428,267.9551,13.53375,0.05757848
10.22,477.9215,34.97474,268.2206,13.57674,0.050214
10.24,477.9224,34.91515,268.4874,13.63808,0.03911393
10.26,477.923,34.85558,268.755,13.68288,0.05082735
10.28,477.9235,34.79621,269.0241,13.7409,0.05595691
10.29247,477.9237,34.73699,269.2944,13.78624,-0.01913594
10.3,477.9237,34.73699,269.2944,13.78624,0.07839715
10.32,477.9241,34.67777,269.5661,13.84397,0.0812369
10.34,477.9244,34.61855,269.8387,13.88884,0.08717451
10.35025,477.9246,34.55945,270.1123,13.94728,0.001195221
10.36,477.9246,34.55945,270.1123,13.94728,0.07403454
10.38,477.9249,34.50048,270.3867,13.99106,0.07232503
10.4,477.9252,34.44149,270.6623,14.04971,0.06154123
10.42,477.9254,34.38286,270.939,14.09291,0.07933229
10.44,477.9257,34.32454,271.2173,14.14965,0.09322564
10.45963,477.9258,34.26646,271.4966,14.19097,0.03240472
10.46,477.9258,34.26646,271.4966,14.19097,0.103227
10.48,477.9261,34.20837,271.7772,14.2493,0.1126156
10.5,477.9264,34.1507,272.0585,14.28946,0.09633972
10.51767,477.9267,34.09327,272.3409,14.34889,0.03796336
10.52,477.9267,34.09327,272.3409,14.34889,0.08771641
10.54,477.927,34.03607,272.6239,14.38665,0.07263704
10.56,477.9274,33.97927,272.9085,14.44693,0.09582177
10.58,477.928,33.92303,273.1942,14.48083,0.1099811
10.6,477.9287,33.86707,273.4814,14.54021,0.1322882
10.62,477.9293,33.81133,273.7695,14.57552,0.1342443
10.64,477.9298,33.75623,274.0588,14.63382,0.1323058
10.66,477.9304,33.70177,274.3487,14.66636,0.1143729
10.68,477.9309,33.64768,274.6399,14.72693,0.1143431
10.69411,477.9315,33.59436,274.9319,14.75767,-0.0002072219
10.7,477.9315,33.59436,274.9319,14.75767,0.1230178
10.72,477.9317,33.54172,275.2258,14.81384,0.152286
10.74,477.9317,33.48964,275.5205,14.84603,0.1636789
10.76,477.9317,33.438,275.8168,14.89839,0.1860759
10.78,477.9321,33.38757,276.1139,14.93258,0.1793952
10.79208,477.9325,33.33806,276.412,14.98192,-0.02770925
10.8,477.9325,33.33806,276.412,14.98192,0.1794743
10.82,477.9327,33.28925,276.7109,15.01735,0.168983
10.84,477.9326,33.24081,277.0107,15.06547,0.1611466
10.85279,477.9323,33.19269,277.3112,15.10291,-0.03179577
10.86,477.9323,33.19269,277.3112,15.10291,0.1471826
10.88,477.9319,33.14469,277.6125,15.14941,0.1404736
10.9,477.9312,33.09735,277.9146,15.18564,0.1445161
10.90651,477.9304,33.05135,278.2178,15.22714,-0.02510679
10.92,477.9304,33.05135,278.2178,15.22714,0.1384994
10.94,477.9294,33.0064,278.5216,15.26213,0.1297629
10.96,477.9286,32.96238,278.8264,15.30361,0.1301746
10.98,477.9277,32.91961,279.132,15.33756,0.1242887
11,477.9268,32.87779,279.4385,15.37737,0.1211417
11.01449,477.9259,32.83667,279.7457,15.41149,0.001907194
11.02,477.9259,32.83667,279.7457,15.41149,0.1168283
11.04,477.925,32.79609,280.0539,15.45056,0.1251486
11.06,477.924,32.75584,280.3629,15.48537,0.1306926
11.07732,477.923,32.71572,280.6728,15.52305,0.01830295
11.08,477.923,32.71572,280.6728,15.52305,0.1363187
11.1,477.9223,32.67608,280.9834,15.55769,0.1326827
11.12,477.9215,32.63718,281.2946,15.59323,0.1164497
11.14,477.9208,32.5988,281.6063,15.6278,0.1030842
11.16,477.9201,32.561,281.9187,15.66224,0.09348468
11.17951,477.9196,32.52393,282.2316,15.69577,0.03113233
11.18,477.9196,32.52393,282.2316,15.69577,0.07860558
11.2,477.9192,32.48739,282.545,15.72967,0.06790043
11.22,477.9189,32.45131,282.8592,15.76231,0.06417801
11.23908,477.9185,32.41584,283.174,15.79539,0.02847287
11.24,477.9185,32.41584,283.174,15.79539,0.06145957
11.26,477.9181,32.3808,283.4894,15.82753,0.06087306
11.28,477.9177,32.3461,283.8056,15.85987,0.0640254
11.3,477.9175,32.31196,284.1226,15.8916,0.06800816
11.32,477.9174,32.27824,284.4402,15.92271,0.07066113
11.34,477.9176,32.24482,284.7586,15.95355,0.0747214
11.35028,477.9178,32.21199,285.0778,15.98438,0.005750651
11.36,477.9178,32.21199,285.0778,15.98438,0.08619553
11.38,477.9181,32.17964,285.3977,16.01402,0.0914169
11.4,477.9182,32.14759,285.7184,16.04459,0.09517271
11.40619,477.9184,32.11601,286.0398,16.07439,-0.008121247
11.42,477.9184,32.11601,286.0398,16.07439,0.09917828
11.44,477.9183,32.08484,286.3617,16.10381,0.09896099
11.46,477.9183,32.05395,286.6843,16.13334,0.09795818
11.48,477.9184,32.02378,287.0077,16.16206,0.1066746
11.5,477.9186,31.99437,287.3318,16.18914,0.1109537
11.51075,477.9189,31.96552,287.6566,16.21713,-0.01180825
11.52,477.9189,31.96552,287.6566,16.21713,0.1141108
11.54,477.9191,31.93724,287.9819,16.24416,0.1128803
11.56,477.9192,31.90957,288.3077,16.27153,0.1040764
11.57194,477.9193,31.88235,288.634,16.29868,-1
11.58,477.9193,31.88235,288.634,16.29868,0.09653327
11.6,477.9133,31.856,288.9606,16.30564,0.2673289
11.62,477.9039,31.83076,289.2864,16.26802,0.3534098
11.64,477.8911,31.80639,289.6124,16.26907,0.4352006
11.66,477.8764,31.78268,289.9373,16.23167,0.4463471
11.6794,477.8591,31.75977,290.2625,16.24816,-1
11.68,477.8591,31.75977,290.2625,16.24816,0.510339
11.7,477.8404,31.73747,290.5862,16.20186,0.5085198
11.72,477.8175,31.71614,290.9108,16.22904,0.6248578
11.73824,477.7923,31.69596,291.2333,16.14474,-1
11.74,477.7923,31.69596,291.2333,16.14474,0.6355907
11.76,477.763,31.67667,291.5573,16.19819,0.7562914
11.78,477.733,31.65793,291.879,16.11135,0.7102763
11.8,477.6988,31.64015,292.2018,16.1768,0.7929274
11.82,477.6627,31.6232,292.5212,16.06785,0.7429399
11.84,477.6216,31.60707,292.843,16.17265,0.8538828
11.86,477.5786,31.59204,293.16,15.99279,0.787517
11.88,477.5299,31.57797,293.4799,16.11397,0.9308642
11.88826,477.4799,31.56461,293.7956,15.95042,-1
11.9,477.4799,31.56461,293.7956,15.95042,0.8422834
11.92,477.4243,31.55241,294.1139,16.08222,0.9528603
11.94,477.3676,31.54111,294.4268,15.8996,0.8349556
11.96,477.3052,31.53075,294.7421,16.02105,0.9361826
11.98,477.2415,31.52088,295.0528,15.86125,0.8323601
12,477.1714,31.51196,295.3656,15.9694,0.9482943
12.02,477.1002,31.50377,295.6735,15.78796,0.846011
12.04,477.0231,31.49677,295.9837,15.90777,0.9588298
12.06,476.9449,31.4906,296.2886,15.7242,0.8324767
12.08,476.8604,31.48559,296.595,15.838,0.9201882
12.1,476.7749,31.48118,296.8962,15.662,0.7969136
12.12,476.6837,31.47766,297.1991,15.77232,0.8873838
12.14,476.5913,31.4747,297.4971,15.59701,0.7818491
12.16,476.4924,31.47309,297.7964,15.70213,0.893726
12.18,476.3938,31.47194,298.091,15.50939,0.7798807
12.2,476.2882,31.47215,298.3862,15.61091,0.8676
12.22,476.1815,31.47318,298.6759,15.42741,0.7372957
12.2216,476.0688,31.4753,298.9665,15.53333,-1
12.24,476.0688,31.4753,298.9665,15.53333,0.8231795
12.26,475.9565,31.47767,299.2522,15.34786,0.7046881
12.28,475.8381,31.48091,299.5386,15.44573,0.7904635
12.3,475.7191,31.4847,299.8201,15.26424,0.6865636
12.32,475.5936,31.4896,300.102,15.35784,0.7840942
12.34,475.468,31.4952,300.3783,15.16045,0.661711
12.36,475.3356,31.50227,300.6548,15.26271,0.7547441
12.38,475.2034,31.50986,300.9258,15.06914,0.6263456
12.4,475.0652,31.51846,301.197,15.16756,0.711253
12.42,474.9272,31.52722,301.4632,14.98736,0.5919
12.44,474.7834,31.53685,301.7295,15.08146,0.6760336
12.46,474.6395,31.54688,301.9906,14.89653,0.5711231
12.48,474.489,31.55823,302.2514,14.99006,0.6739292
12.5,474.3399,31.56994,302.5072,14.78356,0.5538716
12.52,474.1843,31.58297,302.7624,14.88008,0.6464868
12.54,474.0289,31.59638,303.0123,14.69489,0.51987
12.55493,473.8677,31.61078,303.2616,14.79213,-0.006658301
12.56,473.8677,31.61078,303.2616,14.79213,0.5997562
12.58,473.709,31.62491,303.5068,14.6064,0.4689179
12.6,473.5458,31.63978,303.7542,14.75005,0.5286834
12.62,473.382,31.65523,303.9967,14.60493,0.4053182
12.64,473.2131,31.6719,304.2412,14.75241,0.482164
12.65273,473.0455,31.68871,304.4809,14.57178,0.3040315
12.66,473.0455,31.68871,304.4809,14.57178,0.3641707
12.68,472.8757,31.70677,304.7243,14.72139,0.439134
12.68041,472.7069,31.72534,304.9627,14.5537,0.3342333
12.7,472.7069,31.72534,304.9627,14.5537,0.2890223
12.71389,472.5352,31.74488,305.2032,14.68248,0.3259969
12.72,472.5352,31.74488,305.2032,14.68248,0.3329358
12.74,472.3641,31.76458,305.4398,14.56189,0.2386067
12.76,472.1902,31.78544,305.6782,14.66872,0.2733409
12.78,472.0175,31.80651,305.9136,14.54376,0.2730413
12.7859,471.8425,31.82818,306.1511,14.64481,0.121472
12.8,471.8425,31.82818,306.1511,14.64481,0.3217524
12.81244,471.6667,31.85007,306.3847,14.55326,0.04695189
12.82,471.6667,31.85007,306.3847,14.55326,0.2480526
12.84,471.4875,31.87299,306.6182,14.63839,0.2101975
12.84634,471.3098,31.89597,306.848,14.51415,-0.09316484
12.86,471.3098,31.89597,306.848,14.51415,0.1978644
12.879,471.1284,31.91955,307.078,14.61314,-0.1509505
12.88,471.1284,31.91955,307.078,14.61314,0.1405398
12.9,470.9475,31.94322,307.3046,14.5101,0.1123247
12.92,470.7635,31.96779,307.5319,14.60108,0.09772493
12.94,470.5807,31.9924,307.7563,14.48786,0.06573735
12.9504,470.3946,32.01818,307.9818,14.57984,-0.3275467
12.96,470.3946,32.01818,307.9818,14.57984,0.1330741
12.98,470.2086,32.0446,308.2029,14.45329,0.1014375
12.98032,470.0178,32.07294,308.4243,14.56984,-1
13,470.0178,32.07294,308.4243,14.56984,0.265007
13.01177,469.8286,32.10201,308.6402,14.3613,-1
13.02,469.8286,32.10201,308.6402,14.3613,0.2154411
13.04,469.6344,32.13273,308.8557,14.46127,0.3985961
13.04542,469.4426,32.1636,309.0671,14.27692,-1
13.06,469.4426,32.1636,309.0671,14.27692,0.3256606
13.08,469.246,32.19545,309.278,14.36646,0.4931364
13.1,469.0504,32.22749,309.4844,14.19368,0.4736013
13.11869,468.8493,32.26123,309.6896,14.28156,-0.9924597
13.12,468.8493,32.26123,309.6896,14.28156,0.6595791
13.14,468.6511,32.29519,309.8897,14.05848,0.5762256
13.14652,468.4461,32.33166,310.088,14.15842,-0.7286762
13.16,468.4461,32.33166,310.088,14.15842,0.8016971
13.17785,468.244,32.36894,310.2816,13.95421,-0.5843499
13.18,468.244,32.36894,310.2816,13.95421,0.7126219
13.2,468.0367,32.40847,310.4761,14.10667,0.8676373
13.21187,467.8331,32.44833,310.6653,13.87627,-0.2530091
13.22,467.8331,32.44833,310.6653,13.87627,0.7226208
13.24,467.6264,32.49055,310.8576,14.04888,0.8026622
13.26,467.4224,32.53348,311.045,13.84811,0.646169
13.28,467.2139,32.57862,311.2331,13.99052,0.7273057
13.28467,467.0079,32.62413,311.4168,13.80347,0.3267915
13.3,467.0079,32.62413,311.4168,13.80347,0.6004614
13.31279,466.8022,32.672,311.6067,13.93725,0.4364732
13.32,466.8022,32.672,311.6067,13.93725,0.6815445
13.34,466.6005,32.72054,311.7943,13.77931,0.544713
13.34651,466.3978,32.77097,311.9837,13.85459,0.5467907
13.36,466.3978,32.77097,311.9837,13.85459,0.5413984
13.37959,466.1985,32.82198,312.1695,13.69145,0.5534655
13.38,466.1985,32.82198,312.1695,13.69145,0.4045729
13.4,465.9987,32.87488,312.3571,13.76896,0.4259948
13.42,465.802,32.92823,312.5419,13.61811,0.3638467
13.44,465.6043,32.98312,312.729,13.70794,0.4362954
13.45155,465.4108,33.03804,312.9137,13.53061,0.3755505
13.46,465.4108,33.03804,312.9137,13.53061,0.4258932
13.48,465.2142,33.09492,313.0993,13.64355,0.4437667
13.5,465.021,33.15158,313.2811,13.45921,0.3730073
13.50933,464.8264,33.21005,313.4656,13.57749,0.1191517
13.52,464.8264,33.21005,313.4656,13.57749,0.4443637
13.54,464.6342,33.26826,313.6455,13.4034,0.3655881
13.54603,464.4393,33.32801,313.8269,13.52877,-0.048778
13.56,464.4393,33.32801,313.8269,13.52877,0.3755566
13.58,464.2469,33.38707,314.0039,13.34623,0.3066372
13.6,464.0521,33.44734,314.1824,13.45416,0.2971039
13.62,463.8601,33.50734,314.3588,13.31114,0.2459641
13.62336,463.6665,33.56869,314.5366,13.39118,-0.2791919
13.64,463.6665,33.56869,314.5366,13.39118,0.2345145
13.66,463.4743,33.62954,314.7103,13.24341,0.1862306
13.67698,463.2798,33.69145,314.8844,13.3153,-0.3217421
13.68,463.2798,33.69145,314.8844,13.3153,0.1919994
13.7,463.0881,33.75278,315.0554,13.16087,0.1208597
13.72,462.8944,33.81509,315.2271,13.23745,0.1543881
13.74,462.7031,33.87669,315.3959,13.09702,0.1238982
13.74359,462.5098,33.939,315.5652,13.1601,-0.2586865
13.76,462.5098,33.939,315.5652,13.1601,0.1889767
13.78,462.3191,34.00085,315.7325,13.03364,0.152954
13.8,462.1267,34.06356,315.9004,13.08185,0.213018
13.82,461.9362,34.12584,316.0664,12.97664,0.1982535
13.84,461.7444,34.18883,316.2328,13.01251,0.2444191
13.85177,461.5549,34.25147,316.3968,12.88918,-0.02212252
13.86,461.5549,34.25147,316.3968,12.88918,0.2142707
13.88,461.3652,34.31488,316.5627,12.94439,0.2314291
13.9,461.1777,34.3775,316.7264,12.82494,0.1763322
13.91084,460.9891,34.44063,316.8907,12.86949,0.1221619
13.92,460.9891,34.44063,316.8907,12.86949,0.1844295
13.94,460.8035,34.50305,317.0545,12.76134,0.14061
13.96,460.6176,34.56601,317.2195,12.79178,0.1412929
13.98,460.4332,34.62846,317.3832,12.70052,0.09443203
14,460.2484,34.6912,317.5473,12.71537,0.07870375
14.01537,460.0651,34.75372,317.71,12.6264,0.2198791
14.02,460.0651,34.75372,317.71,12.6264,0.0410682
14.04,459.8822,34.8169,317.8741,12.64833,0.07281885
14.06,459.7015,34.87913,318.0362,12.53315,0.04252336
14.07592,459.5201,34.94162,318.1994,12.57946,0.1937082
14.08,459.5201,34.94162,318.1994,12.57946,0.0696183
14.1,459.3413,35.00304,318.3603,12.44667,0.09538367
14.12,459.1618,35.0654,318.5232,12.50824,0.1064608
14.14,458.9845,35.12699,318.6843,12.37912,0.1198099
14.16,458.8062,35.18924,318.8468,12.42721,0.1537909
14.18,458.6303,35.25044,319.0077,12.30727,0.1431831
14.18456,458.4543,35.31206,319.1703,12.34922,0.002783268
14.2,458.4543,35.31206,319.1703,12.34922,0.170783
14.22,458.2799,35.37281,319.3303,12.23169,0.1469834
14.24,458.1041,35.43375,319.4906,12.27666,0.1561931
14.2437,457.9304,35.49364,319.6487,12.15592,-0.101059
14.26,457.9304,35.49364,319.6487,12.15592,0.1641426
14.28,457.7548,35.55402,319.8071,12.21265,0.1744294
14.3,457.5821,35.61363,319.9633,12.06801,0.154465
14.32,457.4076,35.67368,320.1205,12.11786,0.1343917
14.34,457.2344,35.73311,320.2765,12.03492,0.1166141
14.34807,457.0608,35.79241,320.4329,12.04024,-0.1606088
14.36,457.0608,35.79241,320.4329,12.04024,0.1140377
14.38,456.8888,35.85122,320.588,11.95957,0.07973415
14.4,456.7165,35.91035,320.7433,11.9748,0.06952446
14.40954,456.546,35.9683,320.8962,11.86463,-1
14.42,456.546,35.9683,320.8962,11.86463,0.1113562
14.44,456.3723,36.02612,321.047,11.89424,0.243293
14.46,456.2,36.0826,321.1938,11.73637,0.2962652
14.48,456.0252,36.1396,321.339,11.75482,0.3749679
14.5,455.8518,36.19564,321.4803,11.59289,0.3999543
14.51658,455.6752,36.25216,321.62,11.61758,-1
14.52,455.6752,36.25216,321.62,11.61758,0.5114892
14.54,455.5013,36.30749,321.7567,11.44743,0.4735396
14.56,455.3245,36.36343,321.8928,11.50842,0.5669111
14.57796,455.1513,36.41779,322.0255,11.31235,-1
14.58,455.1513,36.41779,322.0255,11.31235,0.5085217
14.6,454.9749,36.47245,322.1569,11.36907,0.6057089
14.62,454.8004,36.52559,322.2844,11.21183,0.5923212
14.64,454.6229,36.5788,322.4102,11.25484,0.6831784
14.66,454.4479,36.6305,322.5319,11.07114,0.6528482
14.68,454.269,36.68274,322.6515,11.11698,0.76017
14.68758,454.0916,36.73402,322.7683,10.98136,-1
14.7,454.0916,36.73402,322.7683,10.98136,0.7331241
14.72,453.9111,36.78559,322.8823,10.99482,0.8177824
14.74,453.7333,36.836,322.9926,10.82101,0.7597282
14.74348,453.5519,36.8871,323.1011,10.89089,-0.7966332
