Time,PositionX,PositionY,PositionZ,Speed,SteeringAngle
14.76,453.5519,36.8871,323.1011,10.89089,0.8467853
14.78,453.3743,36.93647,323.2063,10.69871,0.7585332
14.8,453.1934,36.986,323.3096,10.76731,0.819351
14.82,453.0145,37.03405,323.4084,10.60756,0.7698942
14.84,452.8322,37.08225,323.5046,10.66443,0.8373538
14.85559,452.6523,37.12919,323.5975,10.50679,0.08410382
14.86,452.6523,37.12919,323.5975,10.50679,0.779815
14.88,452.4718,37.17652,323.6966,10.60108,0.7480406
14.9,452.2943,37.22276,323.7946,10.4559,0.6298358
14.91414,452.1144,37.2695,323.893,10.51764,0.4799254
14.92,452.1144,37.2695,323.893,10.51764,0.582984
14.94,451.937,37.31558,323.9903,10.39898,0.4535038
14.96,451.759,37.36215,324.0888,10.43147,0.3991767
14.98,451.5836,37.4079,324.1853,10.29901,0.2756096
15,451.4072,37.45372,324.282,10.33425,0.2242661
15.01776,451.2331,37.49833,324.3765,10.21967,0.6449993
15.02,451.2331,37.49833,324.3765,10.21967,0.1696271
15.04,451.0587,37.54287,324.4728,10.25591,0.2172856
15.06,450.8872,37.58618,324.568,10.13041,0.2553391
15.0785,450.7151,37.6296,324.6656,10.17052,0.5064063
15.08,450.7151,37.6296,324.6656,10.17052,0.3138646
15.1,450.5449,37.67197,324.7614,10.04988,0.291237
15.12,450.373,37.71459,324.8589,10.11721,0.3456925
15.14,450.2041,37.75588,324.9543,9.956501,0.3136081
15.16,450.0334,37.79774,325.0521,10.0517,0.3900093
15.18,449.8668,37.83848,325.1479,9.874307,0.3655823
15.18429,449.6983,37.88002,325.2468,9.989825,-0.04860368
15.2,449.6983,37.88002,325.2468,9.989825,0.4328768
15.22,449.5323,37.92002,325.3406,9.815512,0.3793072
15.24,449.3627,37.96036,325.4339,9.931051,0.3579428
15.24638,449.1974,37.99904,325.5247,9.741805,-0.3009409
15.26,449.1974,37.99904,325.5247,9.741805,0.3431537
15.28,449.0281,38.03821,325.6144,9.847757,0.3232584
15.3,448.8614,38.07616,325.7021,9.712719,0.2918594
15.32,448.6919,38.11433,325.7903,9.789851,0.2219083
15.34,448.5257,38.15126,325.877,9.631524,0.1832998
15.35116,448.3562,38.18866,325.9643,9.733047,-0.4018402
15.36,448.3562,38.18866,325.9643,9.733047,0.142522
15.38,448.1896,38.2249,326.0497,9.587448,0.139857
15.4,448.0199,38.26161,326.1348,9.677638,0.1959168
15.41238,447.8547,38.29716,326.218,9.492065,-0.3226297
15.42,447.8547,38.29716,326.218,9.492065,0.1690463
15.44,447.6866,38.33329,326.3023,9.604763,0.2045722
15.46,447.5222,38.36799,326.3849,9.453604,0.2095225
15.48,447.355,38.40282,326.4675,9.549708,0.2378902
15.5,447.1912,38.43631,326.5479,9.394986,0.2590111
15.5186,447.0241,38.47022,326.6284,9.504405,-0.0485142
15.52,447.0241,38.47022,326.6284,9.504405,0.2695844
15.54,446.8614,38.50281,326.7088,9.341188,0.2570123
15.56,446.6956,38.53577,326.7913,9.457515,0.210964
15.58,446.5328,38.56757,326.8722,9.308374,0.2125908
15.6,446.3667,38.59982,326.9546,9.43415,0.1605977
15.61067,446.2048,38.63065,327.0345,9.235001,-1
15.62,446.2048,38.63065,327.0345,9.235001,0.1825254
15.64,446.0376,38.66216,327.111,9.350631,0.2693188
15.66,445.8746,38.69255,327.1835,9.138842,0.3055685
15.68,445.7077,38.72348,327.2542,9.236085,0.3972833
15.7,445.5444,38.75314,327.3232,9.094019,0.3749355
15.72,445.3781,38.7826,327.3906,9.167462,0.4532509
15.72043,445.2149,38.81073,327.4551,9.016787,-1
15.74,445.2149,38.81073,327.4551,9.016787,0.4600028
15.76,445.0487,38.83892,327.5175,9.086642,0.5451542
15.77569,444.8853,38.86594,327.5774,8.941184,-1
15.78,444.8853,38.86594,327.5774,8.941184,0.5363706
15.8,444.7191,38.89294,327.6349,8.985406,0.6229246
15.82,444.5565,38.91875,327.6903,8.809416,0.5764477
15.84,444.3902,38.94479,327.7433,8.884631,0.6773327
15.86,444.2267,38.96989,327.7941,8.739409,0.6392537
15.88,444.0597,38.99543,327.8423,8.823715,0.7385792
15.88402,443.8967,39.01987,327.8881,8.649815,-0.233257
15.9,443.8967,39.01987,327.8881,8.649815,0.6715863
15.92,443.7313,39.04461,327.9378,8.779417,0.6633843
15.94,443.5696,39.06831,327.9865,8.631306,0.5643359
15.94279,443.405,39.09222,328.035,8.735198,0.1558327
15.96,443.405,39.09222,328.035,8.735198,0.5547149
15.98,443.2437,39.11506,328.0835,8.613432,0.4714197
16,443.0804,39.13794,328.1336,8.699241,0.4335618
16.02,442.9199,39.15995,328.1826,8.570366,0.3591834
16.04,442.756,39.1823,328.2325,8.695821,0.2778575
16.05053,442.5964,39.20345,328.28,8.496271,0.4598582
16.06,442.5964,39.20345,328.28,8.496271,0.2502473
16.08,442.4337,39.22486,328.3312,8.63066,0.2202715
16.1,442.2743,39.24533,328.382,8.495502,0.2055401
16.10969,442.1118,39.26607,328.4354,8.621471,0.4438102
16.12,442.1118,39.26607,328.4354,8.621471,0.2202033
16.14,441.9543,39.28561,328.4861,8.411988,0.183076
16.16,441.7932,39.30552,328.5389,8.566845,0.1980798
16.18,441.636,39.32446,328.5899,8.40853,0.2243207
16.2,441.4763,39.34334,328.6433,8.526932,0.2512731
16.21668,441.3212,39.36109,328.6956,8.360441,0.2218661
16.22,441.3212,39.36109,328.6956,8.360441,0.2848688
16.24,441.1619,39.37927,328.7484,8.51684,0.2599121
16.26,441.0067,39.39637,328.7993,8.345527,0.2917787
16.27556,440.8476,39.41369,328.8519,8.500477,0.05193824
16.28,440.8476,39.41369,328.8519,8.500477,0.2602362
16.3,440.6924,39.43004,328.9021,8.326544,0.2587444
16.32,440.5327,39.44673,328.9536,8.489229,0.2024201
16.34,440.3771,39.46243,329.0038,8.318265,0.2365691
16.36,440.2173,39.47838,329.0555,8.470869,0.1650746
16.38,440.0615,39.49335,329.1065,8.315784,0.1772609
16.38208,439.9018,39.5084,329.1591,8.475696,-0.1719341
16.4,439.9018,39.5084,329.1591,8.475696,0.1337961
16.42,439.7473,39.52231,329.2087,8.259731,0.1917217
16.44,439.5879,39.53645,329.2586,8.438457,0.1363872
16.44195,439.4331,39.54949,329.3075,8.270137,-0.211589
16.46,439.4331,39.54949,329.3075,8.270137,0.1883194
16.48,439.2741,39.56268,329.3568,8.427384,0.1337689
16.5,439.1199,39.57501,329.4048,8.245938,0.2043131
16.52,438.9606,39.58768,329.4531,8.431508,0.1486575
16.54,438.8061,39.59938,329.5,8.239182,0.2103652
16.54973,438.6463,39.61121,329.5477,8.422751,-0.1390513
16.56,438.6463,39.61121,329.5477,8.422751,0.1533842
16.58,438.4915,39.62191,329.595,8.235075,0.1861759
16.6,438.3318,39.63271,329.6436,8.4162,0.1266766
16.60896,438.1769,39.64265,329.691,8.222779,-0.06947374
16.62,438.1769,39.64265,329.691,8.222779,0.1808471
16.64,438.017,39.65267,329.7397,8.40984,0.1100743
16.66,437.8615,39.66178,329.7868,8.23853,0.1739456
16.68,437.7016,39.67099,329.8351,8.413642,0.1141245
16.7,437.5468,39.67924,329.8819,8.2229,0.1828974
16.71508,437.3872,39.68764,329.93,8.412753,0.04094279
16.72,437.3872,39.68764,329.93,8.412753,0.1233564
16.74,437.2331,39.6952,329.9771,8.212603,0.2141812
16.76,437.0743,39.7029,330.0262,8.403082,0.1465967
16.7753,436.9191,39.70975,330.0736,8.255076,0.07697747
16.78,436.9191,39.70975,330.0736,8.255076,0.1862521
16.8,436.7598,39.71652,330.1227,8.415684,0.1136044
16.82,436.6053,39.72249,330.1702,8.228621,0.1863611
16.84,436.4457,39.72829,330.2198,8.419484,0.08923703
16.86,436.29,39.73331,330.2681,8.261801,0.1507193
16.88,436.1296,39.73829,330.3182,8.449937,0.07234308
16.88417,435.9746,39.74245,330.3664,8.238804,0.07200415
16.9,435.9746,39.74245,330.3664,8.238804,0.1599377
16.92,435.8145,39.74666,330.4163,8.437047,0.07474614
16.94,435.6585,39.75033,330.4648,8.279623,0.149379
16.94224,435.4981,39.75375,330.5154,8.466462,0.04584488
16.96,435.4981,39.75375,330.5154,8.466462,0.09248227
16.98,435.343,39.75636,330.5644,8.269874,0.1908299
17,435.1831,39.75901,330.615,8.461089,0.1174331
17.02,435.0272,39.76109,330.6641,8.307611,0.1890067
17.04,434.8665,39.7628,330.7142,8.493418,0.1131793
17.04987,434.7104,39.76376,330.7628,8.315179,-0.01296645
17.06,434.7104,39.76376,330.7628,8.315179,0.1928297
17.08,434.5492,39.76445,330.8127,8.510908,0.1000089
17.1,434.3927,39.76444,330.8613,8.327448,0.1802153
17.10846,434.2308,39.76424,330.9114,8.529475,-1
17.12,434.2308,39.76424,330.9114,8.529475,0.07942497
17.14,434.0726,39.76352,330.9585,8.367358,0.1665851
17.16,433.9096,39.76261,331.0025,8.500853,0.2446699
17.18,433.751,39.76128,331.0449,8.326519,0.2482732
17.2,433.5882,39.7598,331.0855,8.459749,0.3025802
17.21542,433.4292,39.75773,331.1259,8.325294,-1
17.22,433.4292,39.75773,331.1259,8.325294,0.2810114
17.24,433.2661,39.75544,331.1645,8.456923,0.3453734
17.26,433.1073,39.75269,331.2017,8.295866,0.3547099
17.27742,432.9443,39.74948,331.2366,8.425705,-1
17.28,432.9443,39.74948,331.2366,8.425705,0.4264568
17.3,432.7851,39.74563,331.2691,8.275287,0.452485
17.32,432.6216,39.74152,331.2991,8.407828,0.5327841
17.34,432.4621,39.73674,331.3284,8.258037,0.5085634
17.36,432.2987,39.73159,331.3554,8.378012,0.5913644
17.38,432.1379,39.72602,331.3811,8.270106,0.5737067
17.38133,431.9735,39.71994,331.4038,8.381582,-1
17.4,431.9735,39.71994,331.4038,8.381582,0.6595564
17.42,431.8123,39.71335,331.4246,8.252461,0.6313387
17.44,431.6473,39.70644,331.4423,8.372649,0.7205671
17.44228,431.486,39.69904,331.459,8.23868,-1
17.46,431.486,39.69904,331.459,8.23868,0.6654513
17.48,431.3211,39.69121,331.4732,8.362027,0.7399063
17.5,431.1588,39.68291,331.4857,8.275619,0.7033816
17.52,430.9932,39.6741,331.4951,8.39599,0.7683658
17.54,430.8309,39.66492,331.5022,8.280899,0.7282734
17.54903,430.665,39.6555,331.5063,8.413588,-1
17.56,430.665,39.6555,331.5063,8.413588,0.7989414
17.58,430.5027,39.6459,331.509,8.287973,0.7444485
17.6,430.3367,39.63606,331.5084,8.424699,0.8116995
17.60889,430.1738,39.62563,331.5071,8.320026,-1
17.62,430.1738,39.62563,331.5071,8.320026,0.7653438
17.64,430.0082,39.61451,331.5022,8.411844,0.8183205
17.66,429.8458,39.60288,331.4958,8.294018,0.7713112
17.68,429.6801,39.59083,331.4858,8.417764,0.8415862
17.7,429.5174,39.57854,331.4743,8.313354,0.7870337
17.71602,429.3514,39.56585,331.4591,8.443685,-0.3052506
17.72,429.3514,39.56585,331.4591,8.443685,0.8550462
17.74,429.1885,39.55248,331.4476,8.335763,0.7515359
17.76,429.0215,39.53847,331.4357,8.487922,0.7421196
17.77551,428.8562,39.52422,331.4226,8.440486,0.1556405
17.78,428.8562,39.52422,331.4226,8.440486,0.650801
17.8,428.6878,39.50956,331.4113,8.549004,0.6105089
17.82,428.5219,39.49497,331.4004,8.459534,0.5153175
17.84,428.3517,39.48,331.3888,8.623866,0.4165112
17.86,428.1852,39.46473,331.3759,8.500874,0.3571384
17.88,428.014,39.44839,331.3635,8.673844,0.2960235
17.88874,427.8462,39.43166,331.3503,8.55617,0.5725503
17.9,427.8462,39.43166,331.3503,8.55617,0.250215
17.92,427.674,39.41419,331.3396,8.712603,0.2708296
17.94,427.5055,39.39662,331.3301,8.575501,0.2776297
17.94657,427.3322,39.37848,331.322,8.753874,0.5475612
17.96,427.3322,39.37848,331.322,8.753874,0.2907201
17.98,427.1628,39.36016,331.3132,8.622386,0.244227
18,426.989,39.34112,331.3059,8.788815,0.2981418
18.02,426.8184,39.32195,331.2985,8.68211,0.292716
18.04,426.6429,39.30222,331.2926,8.868735,0.3492684
18.06,426.4721,39.28259,331.2867,8.70436,0.3443974
18.06282,426.2959,39.26224,331.2819,8.913914,0.1426118
18.08,426.2959,39.26224,331.2819,8.913914,0.3841744
18.1,426.1239,39.24161,331.2747,8.775899,0.3314518
18.1087,425.947,39.21999,331.2668,8.966095,-0.010404
18.12,425.947,39.21999,331.2668,8.966095,0.3055774
18.14,425.7735,39.19817,331.2581,8.848339,0.3048123
18.16,425.5947,39.17561,331.2486,9.054342,0.2316716
18.18,425.4209,39.15335,331.2399,8.877639,0.2439294
18.2,425.2412,39.13029,331.2306,9.106282,0.1742408
18.21565,425.0646,39.10703,331.2219,8.999187,-0.2656335
18.22,425.0646,39.10703,331.2219,8.999187,0.1709553
18.24,424.8838,39.08294,331.2105,9.173294,0.1432516
18.26,424.7068,39.05891,331.1991,9.038696,0.1508862
18.27563,424.5243,39.03416,331.1862,9.252661,-0.2907133
18.28,424.5243,39.03416,331.1862,9.252661,0.1060978
18.3,424.3464,39.00969,331.1736,9.093096,0.143925
18.32,424.1632,38.98423,331.1597,9.303208,0.125244
18.34,423.9835,38.95863,331.1465,9.189388,0.15083
18.36,423.7987,38.93216,331.1319,9.389272,0.15644
18.38,423.6183,38.90584,331.1177,9.235638,0.1842698
18.38399,423.4326,38.8788,331.1019,9.451212,-1
18.4,423.4326,38.8788,331.1019,9.451212,0.1887653
18.42,423.2508,38.85191,331.0843,9.319815,0.2494511
18.44,423.0654,38.82421,331.0623,9.473935,0.3473287
18.44231,422.8837,38.79654,331.0401,9.343331,-1
18.46,422.8837,38.79654,331.0401,9.343331,0.3373008
18.48,422.6987,38.76824,331.0143,9.486487,0.4418017
18.5,422.5166,38.74004,330.9881,9.387398,0.4288746
18.52,422.3314,38.71123,330.9583,9.529059,0.5345721
18.54,422.1496,38.68241,330.9279,9.417664,0.5122308
18.55056,421.9648,38.65285,330.8943,9.55598,-0.6437756
18.56,421.9648,38.65285,330.8943,9.55598,0.6093935
18.58,421.7833,38.62331,330.8621,9.43523,0.536904
18.6,421.5979,38.5931,330.8269,9.599804,0.6102628
18.60961,421.4147,38.56292,330.791,9.537505,-0.2543644
18.62,421.4147,38.56292,330.791,9.537505,0.5745327
18.64,421.2268,38.5318,330.7555,9.711197,0.5922239
18.66,421.0417,38.50064,330.7202,9.622379,0.5071344
18.68,420.8528,38.46865,330.6832,9.783202,0.5171399
18.7,420.6666,38.4367,330.6456,9.697793,0.4377333
18.71624,420.4765,38.40403,330.6056,9.868072,0.311083
18.72,420.4765,38.40403,330.6056,9.868072,0.4514282
18.74,420.2884,38.37136,330.5684,9.786706,0.3764099
18.76,420.0962,38.33798,330.5325,9.934562,0.3578623
18.77536,419.9065,38.30461,330.4973,9.856133,0.4867241
18.78,419.9065,38.30461,330.4973,9.856133,0.2977243
18.8,419.7122,38.27047,330.4632,10.01975,0.2894704
18.82,419.5215,38.23668,330.4301,9.89651,0.2602881
18.84,419.3261,38.20198,330.3972,10.07549,0.2430777
18.86,419.1336,38.16747,330.3641,9.978592,0.1935174
18.88,418.9365,38.1321,330.3318,10.14827,0.2581862
18.88202,418.7424,38.0969,330.3,10.05016,0.3675824
18.9,418.7424,38.0969,330.3,10.05016,0.2403789
18.92,418.5436,38.06088,330.2677,10.23382,0.280383
18.94,418.3479,38.02496,330.2352,10.13549,0.2466995
18.94209,418.1476,37.98816,330.203,10.318,0.1759869
18.96,418.1476,37.98816,330.203,10.318,0.3003224
18.98,417.9502,37.9514,330.1703,10.22653,0.2629761
19,417.7484,37.91366,330.1369,10.40851,0.2704459
19.02,417.5494,37.87607,330.1042,10.31582,0.2596185
19.04,417.3456,37.83754,330.0711,10.50868,0.2567517
19.05345,417.1452,37.79923,330.0386,10.39725,-0.1307312
19.06,417.1452,37.79923,330.0386,10.39725,0.2434478
19.08,416.9405,37.75985,330.0031,10.58631,0.2134602
19.1,416.7383,37.72058,329.9676,10.50794,0.1951137
19.10938,416.5315,37.6805,329.9309,10.69108,-0.2379475
19.12,416.5315,37.6805,329.9309,10.69108,0.1335223
19.14,416.3284,37.6408,329.8943,10.57233,0.147294
19.16,416.1205,37.60018,329.8556,10.77365,0.1085515
19.18,415.9156,37.55982,329.818,10.66655,0.0954402
19.2,415.7059,37.51857,329.7787,10.86834,0.0805112
19.21651,415.4998,37.47773,329.7403,10.74549,-0.2349348
19.22,415.4998,37.47773,329.7403,10.74549,0.10145
19.24,415.289,37.4359,329.7,10.94416,0.1144765
19.26,415.0807,37.39416,329.6601,10.86404,0.1343971
19.27574,414.8682,37.3514,329.6188,11.04092,-0.1463997
19.28,414.8682,37.3514,329.6188,11.04092,0.1525265
19.3,414.6583,37.30878,329.5786,10.9518,0.14602
19.32,414.4439,37.26523,329.5373,11.13469,0.1595087
19.34,414.2321,37.22184,329.4962,11.05394,0.1547289
19.36,414.0161,37.17746,329.4537,11.23106,0.1619236
19.38,413.8026,37.13321,329.4116,11.1498,0.15892
19.38248,413.5849,37.08809,329.3679,11.33133,0.07173753
19.4,413.5849,37.08809,329.3679,11.33133,0.1649908
19.42,413.3698,37.04327,329.3261,11.23859,0.157424
19.44,413.15,36.99754,329.2838,11.42366,0.131823
19.44225,412.9327,36.95198,329.2422,11.34735,0.1524184
19.46,412.9327,36.95198,329.2422,11.34735,0.1317851
19.48,412.7111,36.90558,329.2008,11.51605,0.1215615
19.5,412.4916,36.8594,329.1601,11.4476,0.1203459
19.52,412.2683,36.81232,329.1186,11.60816,0.07695407
19.54,412.0467,36.76534,329.0775,11.55304,0.08416749
19.54935,411.8214,36.71752,329.0362,11.70224,0.1619003
19.56,411.8214,36.71752,329.0362,11.70224,0.0792748
19.58,411.5977,36.66976,328.9954,11.65622,0.09321535
19.6,411.3706,36.62121,328.9541,11.80106,0.09416895
19.60944,411.1452,36.57273,328.9132,11.7529,0.114999
19.62,411.1452,36.57273,328.9132,11.7529,0.09888073
19.64,410.9164,36.52339,328.8717,11.89524,0.09756284
19.66,410.6889,36.47398,328.8305,11.86454,0.1051254
19.68,410.4582,36.42393,328.7889,11.99852,0.1063541
19.7,410.2287,36.37388,328.7477,11.96269,0.1100875
19.71641,409.996,36.3231,328.7061,12.09862,-0.01181431
19.72,409.996,36.3231,328.7061,12.09862,0.1137134
19.74,409.7646,36.27237,328.6641,12.06506,0.1022423
19.76,409.53,36.22099,328.6214,12.19916,0.0902721
19.77552,409.2967,36.16962,328.5788,12.16895,-0.07776469
19.78,409.2967,36.16962,328.5788,12.16895,0.08689611
19.8,409.0603,36.11756,328.5351,12.30179,0.07152669
19.82,408.8252,36.06548,328.4917,12.27133,0.06787182
19.84,408.587,36.01269,328.4477,12.40293,0.02915895
19.86,408.3499,35.9599,328.4038,12.37518,0.05039936
19.88,408.1099,35.90637,328.3592,12.50279,0.009107285
19.88263,407.8707,35.8527,328.3147,12.48581,-1
19.9,407.8707,35.8527,328.3147,12.48581,0.03862968
19.92,407.6299,35.79836,328.2653,12.58881,0.1729858
19.94,407.3915,35.74419,328.2141,12.53227,0.235609
19.94245,407.1514,35.6894,328.1594,12.63414,-1
19.96,407.1514,35.6894,328.1594,12.63414,0.3275581
19.98,406.9138,35.63485,328.104,12.5597,0.3302486
20,406.6737,35.57966,328.0452,12.68541,0.4289504
20.02,406.4366,35.52491,327.9863,12.58837,0.4000039
20.04,406.1967,35.46947,327.9236,12.72462,0.5182184
20.05191,405.9593,35.41431,327.8605,12.64731,-0.6466675
20.06,405.9593,35.41431,327.8605,12.64731,0.4937614
20.08,405.7187,35.35836,327.7943,12.80096,0.5922961
20.1,405.4809,35.3028,327.7284,12.70201,0.5400519
20.10903,405.2401,35.24638,327.6585,12.86158,-0.2489468
20.12,405.2401,35.24638,327.6585,12.86158,0.6363417
20.14,405.0006,35.18998,327.5909,12.80855,0.5566686
20.16,404.7573,35.13262,327.5215,12.97455,0.5880893
20.18,404.516,35.07541,327.4516,12.91988,0.5134179
20.2,404.2717,35.01733,327.3788,13.0701,0.5373784
20.21665,404.0291,34.95933,327.305,13.03159,0.3571954
20.22,404.0291,34.95933,327.305,13.03159,0.4736749
20.24,403.7822,34.90038,327.2341,13.16589,0.4662816
20.26,403.5362,34.8415,327.1642,13.13446,0.3728772
20.2766,403.2878,34.78205,327.094,13.23938,0.562369
20.28,403.2878,34.78205,327.094,13.23938,0.3239898
20.3,403.0395,34.72256,327.0251,13.24197,0.2782284
20.32,402.7893,34.66271,326.9569,13.30943,0.2700157
20.34,402.5388,34.60271,326.8893,13.33156,0.2557189
20.36,402.287,34.54235,326.8218,13.38566,0.2631977
20.38,402.0343,34.48181,326.7549,13.42121,0.2844633
20.38191,401.7804,34.42096,326.6883,13.47055,0.416079
20.4,401.7804,34.42096,326.6883,13.47055,0.3225093
20.42,401.526,34.35983,326.621,13.51598,0.3213965
20.44,401.2706,34.29827,326.5535,13.57146,0.3401467
20.44242,401.0143,34.23639,326.4862,13.61888,0.1802418
20.46,401.0143,34.23639,326.4862,13.61888,0.3613707
20.48,400.7573,34.17408,326.4174,13.67638,0.3485111
20.5,400.4993,34.11139,326.3482,13.72932,0.3405389
20.52,400.2402,34.04831,326.2791,13.7854,0.3333187
20.54,399.9798,33.98493,326.2102,13.8388,0.3258382
20.54944,399.7181,33.92123,326.1419,13.89364,-0.2157829
20.56,399.7181,33.92123,326.1419,13.89364,0.3211077
20.58,399.4564,33.85729,326.0702,13.94409,0.2721721
20.6,399.1941,33.79313,325.9972,13.99354,0.2317214
20.60916,398.931,33.72868,325.9236,14.04528,-0.3571612
20.62,398.931,33.72868,325.9236,14.04528,0.1806828
20.64,398.6675,33.66393,325.8483,14.09309,0.1488844
20.66,398.4033,33.59885,325.7719,14.14066,0.1229792
20.68,398.1385,33.53339,325.6943,14.18982,0.1221716
20.7,397.8729,33.46757,325.6159,14.23924,0.1295644
20.71619,397.6065,33.40139,325.5368,14.28938,-0.3223364
20.72,397.6065,33.40139,325.5368,14.28938,0.1485768
20.74,397.3392,33.3349,325.4572,14.34069,0.1683959
20.76,397.0713,33.26818,325.3769,14.39263,0.195547
20.77546,396.8025,33.20121,325.2957,14.44425,-0.1874986
20.78,396.8025,33.20121,325.2957,14.44425,0.2229835
20.8,396.5326,33.13401,325.2148,14.49837,0.2309235
20.82,396.2617,33.06647,325.1332,14.55323,0.2364546
20.84,395.9899,32.99864,325.0509,14.60775,0.2409274
20.86,395.7172,32.93049,324.9676,14.66203,0.2448471
20.88,395.4437,32.86203,324.8833,14.71642,0.248443
20.88196,395.1696,32.79328,324.7979,14.77058,0.1520361
20.9,395.1696,32.79328,324.7979,14.77058,0.2517683
20.92,394.8937,32.72418,324.7145,14.82418,0.2318859
20.94,394.6165,32.65474,324.6318,14.87726,0.2122424
20.94226,394.3383,32.58495,324.5489,14.9312,0.2681099
20.96,394.3383,32.58495,324.5489,14.9312,0.1786336
20.98,394.0588,32.51488,324.4669,14.98296,0.1711125
21,393.7782,32.44455,324.3851,15.03422,0.1425851
21.02,393.4965,32.37396,324.3033,15.08656,0.1205966
21.04,393.2138,32.30309,324.2214,15.13906,0.1108795
21.04868,392.9301,32.23195,324.1396,15.192,0.2549348
21.06,392.9301,32.23195,324.1396,15.192,0.1196526
21.08,392.6453,32.1605,324.058,15.24537,0.136298
21.1,392.3594,32.08872,323.9763,15.29908,0.1540441
21.10849,392.0724,32.01664,323.8949,15.35265,0.1553891
21.12,392.0724,32.01664,323.8949,15.35265,0.1736973
21.14,391.7845,31.94425,323.8127,15.40774,0.1716013
21.16,391.4955,31.87158,323.7303,15.46305,0.1774136
21.18,391.2053,31.79866,323.6481,15.51808,0.1840631
21.2,390.914,31.72554,323.5659,15.57314,0.1906408
21.21699,390.6215,31.65214,323.4841,15.62803,-0.06417535
21.22,390.6215,31.65214,323.4841,15.62803,0.1973519
21.24,390.3283,31.57844,323.4004,15.68323,0.1738249
21.26,390.0343,31.50439,323.316,15.73834,0.1579415
21.2757,389.7393,31.42999,323.2312,15.79375,-0.1691414
21.28,389.7393,31.42999,323.2312,15.79375,0.1362018
21.3,389.4435,31.35526,323.1452,15.84799,0.121035
21.32,389.1469,31.28027,323.0585,15.90191,0.09475729
21.34,388.8492,31.20503,322.9714,15.95607,0.06672039
21.36,388.5505,31.12957,322.8839,16.01042,0.04309503
21.38,388.2509,31.05392,322.7959,16.0649,0.04050943
21.38815,387.9503,30.97807,322.7073,16.1193,-0.1948958
21.4,387.9503,30.97807,322.7073,16.1193,0.05168173
21.42,387.6488,30.90198,322.6181,16.17343,0.07305066
21.44,387.3463,30.82565,322.5282,16.22775,0.09362072
21.44271,387.0431,30.74903,322.4375,16.28206,-0.1295846
21.46,387.0431,30.74903,322.4375,16.28206,0.1135923
21.48,386.7386,30.67215,322.3466,16.3372,0.1212079
21.5,386.4332,30.59502,322.2552,16.3925,0.1298375
21.52,386.1269,30.51764,322.1632,16.44764,0.1372111
21.54,385.8197,30.44001,322.0706,16.50289,0.1441589
21.5488,385.5116,30.36213,321.9771,16.55799,0.03680057
21.56,385.5116,30.36213,321.9771,16.55799,0.1507987
21.58,385.2021,30.28409,321.8845,16.61333,0.1421002
21.6,384.8915,30.20589,321.7918,16.66844,0.1344666
21.60862,384.5797,30.12748,321.6989,16.72361,0.1228401
21.62,384.5797,30.12748,321.6989,16.72361,0.1226673
21.64,384.2668,30.04885,321.6065,16.77823,0.1190432
21.66,383.9526,29.97002,321.514,16.83268,0.1032864
21.68,383.6375,29.89101,321.4212,16.88729,0.07822956
21.7,383.3214,29.81179,321.328,16.94182,0.05733389
21.71592,383.0041,29.73238,321.2347,16.99653,0.1636868
21.72,383.0041,29.73238,321.2347,16.99653,0.05024371
21.74,382.6856,29.65277,321.1415,17.0505,0.06544326
21.76,382.366,29.57301,321.0484,17.10453,0.07584689
21.77583,382.0453,29.49305,320.9553,17.15856,0.1270701
21.78,382.0453,29.49305,320.9553,17.15856,0.08420529
21.8,381.7237,29.41286,320.8618,17.21329,0.08567476
21.82,381.401,29.33244,320.7681,17.26786,0.09451921
21.84,381.0771,29.25195,320.6746,17.32253,0.1098955
21.86,380.7519,29.1714,320.5811,17.37639,0.1218746
21.88,380.4255,29.09076,320.4876,17.43054,0.1310344
21.88171,380.0981,29.00997,320.3941,17.4846,-0.04135358
21.9,380.0981,29.00997,320.3941,17.4846,0.1371769
21.92,379.7701,28.92897,320.2993,17.53914,0.1191362
21.94,379.4412,28.84776,320.2036,17.59405,0.1111951
21.94212,379.1112,28.76637,320.1075,17.64877,-0.1218855
21.96,379.1112,28.76637,320.1075,17.64877,0.09822201
21.98,378.7803,28.68481,320.0104,17.70237,0.09102764
22,378.4485,28.60311,319.9126,17.75555,0.08018674
22.02,378.1155,28.52144,319.8145,17.80904,0.05015217
22.04,377.7816,28.43979,319.7161,17.8623,0.032094
22.04898,377.4467,28.35812,319.6172,17.91604,-0.8299505
22.06,377.4467,28.35812,319.6172,17.91604,0.03161374
22.08,377.1124,28.27637,319.5136,17.95246,0.1984516
22.1,376.7787,28.19458,319.407,17.97411,0.2887087
22.10862,376.4453,28.1128,319.2975,17.99955,-0.7369467
22.12,376.4453,28.1128,319.2975,17.99955,0.3631083
22.14,376.1123,28.03111,319.1859,18.02479,0.4115164
22.16,375.7794,27.94944,319.072,18.05477,0.4657155
22.18,375.4469,27.86781,318.9558,18.08253,0.5210031
22.2,375.1146,27.78642,318.8368,18.10945,0.582714
22.21518,374.7827,27.7052,318.7152,18.1339,-0.2262444
22.22,374.7827,27.7052,318.7152,18.1339,0.6382078
22.24,374.449,27.62397,318.5954,18.18268,0.5918763
22.26,374.1141,27.54271,318.4749,18.23755,0.5825675
22.27569,373.7788,27.46141,318.3528,18.28687,0.1697773
22.28,373.7788,27.46141,318.3528,18.28687,0.5693138
